-49.20969, -16.64381, "[79082-]"
-43.64658, -19.76875, "[79090-]"
-43.64656, -19.76869, "[79091-]"
-49.23122, -16.70242, "[79154-]"
-46.91486, -23.08183, "[79181-]"
-46.46886, -18.53869, "[79192-]"
-43.96681, -19.70572, "[79247-]"
-43.96742, -19.70525, "[79248-]"
-51.94853, -29.69175, "[79250-]"
-46.52433, -23.91253, "[79301-]"
-38.39300, -12.93286, "[79335-]"
-43.12417, -19.86172, "[79338-]"
-43.83231, -22.65283, "[79362-]"
-47.98681, -15.98908, "[79436-]"
-44.17236, -21.02567, "[79509-]"
-44.37172, -22.92600, "[79570-]"
-44.37203, -22.92619, "[79571-]"
-38.45317, -12.97531, "[79574-]"
-43.69350, -20.32089, "[79594-]"
-46.29639, -23.39806, "[79662-]"
-49.02592, -20.02242, "[79706-]"
-50.39686, -16.53133, "[79731-]"
-48.07314, -19.85631, "[79781-]"
-44.01861, -19.93208, "[79783-]"
-43.50389, -23.01978, "[79808-]"
-47.16722, -23.25775, "[79852-]"
-47.16844, -23.25789, "[79854-]"
-43.15489, -21.26686, "[79908-]"
-43.15475, -21.26678, "[79909-]"
-47.88603, -15.80178, "[79953-]"
-47.88639, -15.80211, "[79954-]"
-50.39661, -16.53114, "[80036-]"
-47.90578, -15.82069, "[80037-]"
-47.88469, -15.75997, "[80043-]"
-47.88575, -15.75739, "[80044-]"
-47.88939, -15.74606, "[80045-]"
-47.88936, -15.74542, "[80047-]"
-47.88275, -15.76625, "[80048-]"
-47.85881, -15.78978, "[80161-]"
-49.19397, -26.87203, "[80219-]"
-49.19400, -26.87208, "[80220-]"
-48.04936, -15.91700, "[80254-]"
-48.04411, -15.93350, "[80255-]"
-48.01553, -15.81833, "[80258-]"
-42.87083, -22.92917, "[80259-]"
-48.00850, -15.81578, "[80261-]"
-42.86253, -22.92425, "[80266-]"
-48.00622, -15.81519, "[80303-]"
-47.99386, -15.81106, "[80304-]"
-47.98164, -15.81217, "[80305-]"
-47.98222, -15.81228, "[80306-]"
-48.02642, -15.82447, "[80307-]"
-47.99625, -15.81128, "[80308-]"
-47.97406, -15.80967, "[80309-]"
-47.99919, -15.81261, "[80310-]"
-47.85333, -15.79742, "[80316-]"
-43.31514, -23.00656, "[80332-]"
-43.19389, -22.92039, "[80334-]"
-43.18617, -22.93064, "[80335-]"
-35.20303, -6.28275, "[80343-]"
-47.95403, -15.80939, "[80348-]"
-47.96544, -15.80764, "[80349-]"
